YEAR,MONTH,DAY,STID,TMAX,TMIN,DMAX,DMIN,HMAX,HMIN,PDIR,WSMX,WSMN,RAIN
2018,1,1,NRMN,20.23,5.09,0.09,-3.81,71.76,35.09,1,15.65,3.67,0.00
2018,1,2,NRMN,21.27,8.13,6.30,-1.14,67.64,46.17,2,8.46,0.75,0.00
2018,1,3,NRMN,42.16,13.23,17.34,3.94,78.33,34.68,-996,16.43,0.00,0.00
2018,1,4,NRMN,45.17,17.51,17.90,11.21,84.38,30.72,-996,7.92,0.00,0.00
2018,1,5,NRMN,56.37,21.86,26.16,14.87,81.71,27.69,-996,6.44,0.20,0.00
2018,1,6,NRMN,58.46,24.73,41.34,17.47,74.34,36.07,7,16.46,2.45,0.00
2018,1,7,NRMN,51.01,41.74,50.17,32.49,100.00,51.48,7,20.38,2.29,0.18
2018,1,8,NRMN,55.56,32.66,37.82,30.01,93.20,38.72,-996,16.99,0.00,0.00
2018,1,9,NRMN,56.07,30.04,41.78,27.24,94.05,52.53,7,16.37,0.00,0.00
2018,1,10,NRMN,59.04,41.17,48.22,39.86,95.81,56.14,7,21.90,8.81,0.01
2018,1,11,NRMN,52.07,19.88,50.10,8.54,96.98,47.29,15,31.59,2.72,0.00
2018,1,12,NRMN,34.11,13.91,10.10,4.36,67.09,33.01,0,17.63,5.90,0.00
2018,1,13,NRMN,35.91,19.68,10.99,2.95,64.37,27.50,0,14.77,1.34,0.00
2018,1,14,NRMN,51.51,27.70,22.04,7.82,57.11,27.92,8,17.35,1.76,0.00
2018,1,15,NRMN,40.73,16.74,32.22,-1.44,78.47,37.89,0,27.27,0.99,0.00
2018,1,16,NRMN,20.17,6.26,1.88,-4.08,70.20,34.69,0,23.78,0.00,0.00
2018,1,17,NRMN,33.78,4.84,6.08,-2.11,85.92,27.19,-996,10.28,0.00,0.00
2018,1,18,NRMN,49.80,18.06,15.91,4.02,59.11,18.49,8,18.25,3.74,0.00
2018,1,19,NRMN,60.75,27.89,46.27,12.56,87.96,28.38,8,17.79,6.62,0.00
2018,1,20,NRMN,69.42,49.78,52.66,38.58,88.92,33.84,8,19.13,8.85,0.00
2018,1,21,NRMN,71.51,45.39,55.45,11.12,93.97,12.01,8,26.24,7.62,0.00
2018,1,22,NRMN,50.97,33.50,27.42,17.40,64.09,37.95,13,30.60,6.88,0.00
2018,1,23,NRMN,53.28,25.24,21.15,13.68,69.34,21.02,-996,12.27,0.00,0.00
2018,1,24,NRMN,60.51,23.06,26.53,16.01,80.32,19.52,-996,12.74,0.01,0.00
2018,1,25,NRMN,65.64,36.73,31.70,10.95,50.55,11.85,8,22.28,5.78,0.00
2018,1,26,NRMN,58.60,49.10,54.33,30.52,90.55,46.54,8,19.95,7.65,0.00
2018,1,27,NRMN,59.45,30.24,53.74,11.21,91.88,16.23,-996,17.11,0.00,0.00
2018,1,28,NRMN,62.96,24.11,25.61,6.56,74.28,11.20,-996,16.64,0.00,0.00
2018,1,29,NRMN,43.82,23.08,22.16,12.88,69.35,31.54,-996,18.43,0.08,0.00
2018,1,30,NRMN,58.17,27.37,25.90,13.86,57.35,23.50,7,21.03,4.65,0.00
2018,1,31,NRMN,71.62,46.18,28.61,23.51,47.35,18.29,9,22.50,2.44,0.00
2018,2,1,NRMN,52.79,30.89,30.75,5.92,63.69,27.61,1,27.31,9.86,0.00
2018,2,2,NRMN,47.62,25.99,15.53,3.99,43.75,19.57,7,14.63,1.63,0.00
2018,2,3,NRMN,55.35,32.75,34.13,15.50,86.10,37.45,7,18.28,0.45,0.00
2018,2,4,NRMN,41.57,16.36,33.37,7.38,90.66,39.19,-996,28.48,0.00,0.00
2018,2,5,NRMN,38.89,11.64,23.46,5.93,85.97,50.76,-996,15.59,0.00,0.00
2018,2,6,NRMN,30.19,17.99,23.65,11.19,85.27,51.41,1,16.24,2.79,0.00
2018,2,7,NRMN,42.67,20.58,16.75,10.38,74.16,30.48,-996,16.74,0.11,0.00
2018,2,8,NRMN,60.21,20.84,27.82,13.14,76.43,24.63,8,16.02,0.00,0.00
2018,2,9,NRMN,66.52,33.82,37.63,21.97,78.19,31.93,8,21.25,1.72,0.00
2018,2,10,NRMN,33.70,19.54,21.94,12.25,90.97,56.36,0,22.73,8.95,0.00
2018,2,11,NRMN,34.57,16.09,16.33,7.13,85.92,38.86,15,20.45,1.18,0.00
2018,2,12,NRMN,46.07,9.32,26.40,5.17,94.79,38.02,-996,12.28,0.19,0.00
2018,2,13,NRMN,50.94,28.61,40.71,24.64,95.59,54.26,7,12.97,2.39,0.00
2018,2,14,NRMN,70.02,41.74,59.42,40.83,100.00,50.35,8,16.64,3.66,0.00
2018,2,15,NRMN,79.86,61.81,59.30,55.25,81.27,43.52,9,19.75,5.41,0.00
2018,2,16,NRMN,66.24,35.07,56.97,21.89,82.60,40.65,0,30.42,1.04,0.05
2018,2,17,NRMN,58.08,33.77,37.97,27.99,96.90,34.35,-996,18.75,0.06,0.25
2018,2,18,NRMN,61.68,32.18,59.23,28.20,100.00,71.56,7,18.45,3.78,0.00
2018,2,19,NRMN,75.09,51.31,63.15,44.00,92.25,60.93,8,20.33,0.12,0.00
2018,2,20,NRMN,68.97,25.45,64.50,22.39,97.76,81.87,0,23.69,8.79,0.50
2018,2,21,NRMN,26.22,21.39,25.41,18.03,97.96,84.20,1,20.85,7.23,0.00
2018,2,22,NRMN,32.84,25.83,32.75,25.31,99.94,96.26,-996,-996.00,-996.00,0.39
2018,2,23,NRMN,38.59,32.80,38.52,32.61,100.00,97.51,1,11.70,0.00,1.23
2018,2,24,NRMN,54.32,32.64,45.78,31.02,100.00,62.78,-996,19.28,0.22,0.71
2018,2,25,NRMN,62.73,25.50,41.97,24.98,99.77,30.41,-996,14.99,0.00,0.01
2018,2,26,NRMN,65.46,27.79,43.91,24.79,92.25,34.35,-996,16.11,0.00,0.00
2018,2,27,NRMN,57.20,43.36,57.20,36.63,100.00,69.52,7,14.11,2.47,0.30
2018,2,28,NRMN,69.55,48.88,60.84,41.71,100.00,52.95,8,20.42,1.72,0.01
2018,3,1,NRMN,60.24,37.16,43.06,24.73,87.21,28.26,0,23.87,0.00,0.00
2018,3,2,NRMN,66.83,29.72,42.98,23.67,87.45,27.21,-996,15.12,0.00,0.00
2018,3,3,NRMN,69.60,48.31,50.63,41.09,76.19,49.25,7,17.61,8.12,0.00
2018,3,4,NRMN,63.21,56.17,56.38,44.09,92.46,55.96,7,18.41,8.16,0.00
2018,3,5,NRMN,63.79,36.89,60.48,5.88,96.30,11.42,15,29.39,0.00,0.00
2018,3,6,NRMN,61.14,32.34,23.65,7.83,61.79,11.99,14,31.63,1.65,0.00
2018,3,7,NRMN,52.83,29.64,27.00,17.74,72.42,26.39,-996,15.20,0.00,0.00
2018,3,8,NRMN,67.93,28.49,31.10,23.03,86.40,21.34,-996,15.45,0.00,0.00
2018,3,9,NRMN,73.80,46.90,51.64,30.94,75.90,36.78,8,18.30,0.42,0.00
2018,3,10,NRMN,69.89,44.88,58.42,44.08,99.10,62.97,-996,10.82,0.00,0.00
2018,3,11,NRMN,56.73,38.03,53.22,27.14,88.02,38.13,0,26.35,7.27,0.00
2018,3,12,NRMN,54.43,29.47,30.52,16.88,88.95,22.82,0,15.26,0.00,0.00
2018,3,13,NRMN,58.59,26.90,32.31,17.90,83.59,21.20,-996,13.63,0.00,0.00
2018,3,14,NRMN,67.06,27.99,30.70,18.47,83.55,18.65,-996,14.67,0.00,0.00
2018,3,15,NRMN,76.01,47.08,52.39,24.80,68.84,34.13,8,24.61,7.90,0.00
2018,3,16,NRMN,78.46,55.53,54.77,20.13,88.29,12.06,11,23.38,1.11,0.00
2018,3,17,NRMN,62.89,41.39,40.80,33.48,73.77,34.90,0,15.77,0.79,0.00
2018,3,18,NRMN,68.22,44.49,62.00,36.50,94.46,54.90,3,16.07,0.97,0.00
2018,3,19,NRMN,63.66,43.21,60.82,22.78,90.66,28.15,14,34.63,7.51,0.00
2018,3,20,NRMN,59.16,37.43,34.95,27.32,82.90,32.75,-996,22.03,0.00,0.00
2018,3,21,NRMN,67.84,31.65,36.40,26.43,90.69,22.30,-996,12.14,0.00,0.00
2018,3,22,NRMN,78.53,49.28,50.44,29.54,60.82,28.30,7,20.36,6.95,0.00
2018,3,23,NRMN,79.00,58.28,60.51,47.79,81.71,48.66,8,22.08,7.30,0.00
2018,3,24,NRMN,73.96,54.37,59.91,43.40,87.18,39.12,15,21.14,2.63,0.00
2018,3,25,NRMN,67.17,45.24,61.74,39.16,91.96,58.72,3,16.74,4.96,0.00
2018,3,26,NRMN,77.36,61.65,65.85,57.32,97.86,59.82,7,17.52,0.36,0.34
2018,3,27,NRMN,61.92,44.92,60.92,43.66,99.13,93.49,0,15.95,1.95,0.28
2018,3,28,NRMN,62.62,44.28,52.74,43.63,100.00,64.51,6,10.48,0.30,0.01
2018,3,29,NRMN,59.29,41.05,52.92,38.43,99.49,56.56,0,22.30,0.19,0.08
2018,3,30,NRMN,66.00,35.94,41.15,34.04,97.39,31.61,-996,10.78,0.00,0.01
2018,3,31,NRMN,72.54,50.67,57.03,37.26,73.28,53.66,8,23.04,0.95,0.00
2018,4,1,NRMN,50.43,33.44,37.22,24.95,89.21,60.34,1,19.95,6.41,0.00
2018,4,2,NRMN,57.67,31.63,55.54,24.99,93.37,71.56,8,18.12,1.03,0.00
2018,4,3,NRMN,70.27,37.86,63.46,14.57,92.74,23.16,0,34.90,5.90,0.00
2018,4,4,NRMN,58.91,30.10,25.02,17.74,64.92,21.70,7,15.03,1.26,0.00
2018,4,5,NRMN,71.29,46.01,47.22,24.58,60.36,39.78,7,20.80,5.02,0.00
2018,4,6,NRMN,60.94,30.75,55.50,24.51,96.74,58.93,1,27.36,3.84,0.02
2018,4,7,NRMN,46.21,24.10,27.19,18.81,89.68,36.60,1,25.77,1.62,0.06
2018,4,8,NRMN,49.10,32.89,37.21,23.99,82.39,61.63,7,16.61,0.02,0.00
2018,4,9,NRMN,68.68,34.83,41.81,32.82,95.38,32.68,-996,19.77,0.00,0.00
2018,4,10,NRMN,69.48,33.21,37.48,29.20,91.10,25.99,-996,13.45,0.19,0.00
2018,4,11,NRMN,80.87,53.47,50.00,34.89,53.16,30.63,8,22.86,9.22,0.00
2018,4,12,NRMN,86.20,61.38,62.66,48.21,72.38,40.16,8,23.98,10.81,0.00
2018,4,13,NRMN,85.73,47.19,65.91,17.17,87.95,10.14,8,30.62,8.98,0.04
2018,4,14,NRMN,50.77,32.59,30.82,18.05,56.06,32.32,14,31.47,10.32,0.00
2018,4,15,NRMN,59.13,29.77,23.09,7.66,67.18,12.87,-996,24.05,0.07,0.00
2018,4,16,NRMN,73.94,31.91,48.85,18.85,71.31,27.88,6,16.91,0.09,0.00
2018,4,17,NRMN,86.94,60.46,56.63,47.59,65.81,28.94,8,20.69,7.60,0.00
2018,4,18,NRMN,73.11,45.30,56.58,24.63,57.49,17.87,15,27.65,0.01,0.00
2018,4,19,NRMN,66.24,39.96,35.88,27.06,68.67,26.12,1,14.73,0.00,0.00
2018,4,20,NRMN,68.58,39.70,40.66,31.00,74.02,30.33,6,19.22,1.70,0.00
2018,4,21,NRMN,57.07,47.53,48.91,41.19,98.34,55.24,0,21.47,1.73,1.70
2018,4,22,NRMN,63.72,43.58,48.93,40.93,94.60,52.36,15,21.83,5.62,0.00
2018,4,23,NRMN,73.62,47.53,50.88,45.27,92.98,41.43,0,16.85,0.00,0.00
2018,4,24,NRMN,79.39,47.41,53.32,44.59,96.07,31.73,-996,18.52,0.00,0.00
2018,4,25,NRMN,60.96,44.19,49.93,40.79,96.33,65.21,15,25.23,4.08,0.57
2018,4,26,NRMN,68.76,37.74,47.58,37.00,98.53,39.39,-996,8.32,0.00,0.00
2018,4,27,NRMN,72.46,48.18,47.88,31.56,90.07,25.20,-996,13.41,0.00,0.00
2018,4,28,NRMN,80.85,44.23,44.60,36.02,88.16,22.36,-996,10.81,0.10,0.00
2018,4,29,NRMN,81.48,55.18,55.64,42.81,70.93,31.94,7,19.35,3.61,0.00
2018,4,30,NRMN,78.62,60.03,60.41,46.68,75.56,36.89,7,23.69,6.54,0.00
2018,5,1,NRMN,78.28,66.52,66.87,60.25,87.08,65.71,8,19.08,9.56,0.00
2018,5,2,NRMN,81.86,62.46,71.14,61.06,99.14,64.90,8,28.99,4.62,1.10
2018,5,3,NRMN,81.73,62.26,68.23,43.09,97.01,25.75,8,27.54,1.49,1.26
2018,5,4,NRMN,74.30,55.45,67.64,48.50,96.65,43.92,-996,17.98,0.00,0.00
2018,5,5,NRMN,80.37,50.70,55.12,43.15,91.97,27.60,-996,8.70,0.04,0.00
2018,5,6,NRMN,85.98,58.33,61.39,49.09,77.16,36.22,10,16.16,2.14,0.00
2018,5,7,NRMN,89.11,62.19,62.83,48.87,94.81,25.95,-996,15.12,0.00,0.00
2018,5,8,NRMN,86.34,67.10,61.89,56.90,72.92,39.75,8,19.08,6.78,0.00
2018,5,9,NRMN,89.06,68.40,64.44,56.18,67.04,34.94,8,15.25,5.02,0.00
2018,5,10,NRMN,83.66,64.76,60.24,55.84,76.84,39.35,8,20.02,0.11,0.00
2018,5,11,NRMN,84.02,67.82,65.02,58.59,83.38,47.66,8,25.32,6.66,0.00
2018,5,12,NRMN,85.80,68.81,68.66,60.20,83.71,52.13,8,22.50,5.56,0.00
2018,5,13,NRMN,85.48,69.44,69.65,63.57,88.23,53.09,7,17.03,5.03,0.00
2018,5,14,NRMN,88.86,66.13,71.95,58.64,91.42,55.10,8,21.59,4.18,0.22
2018,5,15,NRMN,79.59,63.90,67.62,60.39,96.00,54.89,-996,23.69,0.24,0.12
2018,5,16,NRMN,83.39,63.93,67.11,60.17,96.33,49.71,4,14.17,0.78,0.05
2018,5,17,NRMN,84.88,59.40,65.74,58.76,98.03,47.82,-996,15.05,0.00,0.00
2018,5,18,NRMN,88.39,65.80,70.98,61.97,91.06,48.30,6,15.42,0.48,0.00
2018,5,19,NRMN,88.99,65.32,68.57,58.85,90.14,37.09,8,17.47,0.74,0.27
2018,5,20,NRMN,73.96,60.67,63.48,59.26,97.41,63.18,-996,15.84,0.00,0.59
2018,5,21,NRMN,81.52,57.96,65.51,57.42,98.93,54.13,5,7.73,0.17,0.01
2018,5,22,NRMN,86.16,62.33,70.41,61.52,97.79,47.66,-996,10.86,0.00,0.00
2018,5,23,NRMN,87.10,67.75,71.42,64.85,97.16,49.10,7,11.31,2.52,0.00
2018,5,24,NRMN,87.87,67.50,70.05,65.78,94.90,52.52,7,13.41,0.54,0.00
2018,5,25,NRMN,83.59,63.95,67.89,59.62,96.90,49.13,-996,22.88,0.40,0.54
2018,5,26,NRMN,89.31,63.61,74.10,61.55,95.46,49.16,-996,11.71,0.37,0.00
2018,5,27,NRMN,90.05,69.91,74.95,66.75,90.42,49.70,5,14.92,3.41,0.00
2018,5,28,NRMN,88.39,67.57,72.16,65.18,94.50,52.57,6,13.93,1.67,0.00
2018,5,29,NRMN,90.41,71.26,72.29,66.22,91.70,48.22,7,14.15,2.13,0.00
2018,5,30,NRMN,93.52,68.86,73.72,65.95,91.65,50.76,7,16.31,0.52,0.00
2018,5,31,NRMN,91.04,67.32,75.51,64.94,93.79,55.16,7,18.57,2.77,0.02
2018,6,1,NRMN,94.51,75.78,76.42,70.21,84.90,51.46,7,15.23,3.95,0.00
2018,6,2,NRMN,93.04,72.03,73.27,60.96,82.29,47.98,1,22.08,4.63,0.00
2018,6,3,NRMN,84.09,63.09,60.93,51.01,76.94,34.56,2,14.76,0.05,0.00
2018,6,4,NRMN,82.81,58.46,66.79,54.41,90.18,52.94,6,14.22,0.53,0.00
2018,6,5,NRMN,89.13,65.86,73.71,61.44,93.43,55.65,6,12.72,2.81,0.05
2018,6,6,NRMN,93.09,72.57,75.30,69.53,90.63,52.30,6,14.91,4.63,0.00
2018,6,7,NRMN,79.14,65.10,72.69,63.19,98.80,65.78,6,19.08,0.76,1.65
2018,6,8,NRMN,88.27,64.49,72.31,62.89,97.93,53.18,7,11.94,0.00,0.00
2018,6,9,NRMN,91.27,70.81,72.41,63.87,89.55,47.97,7,15.00,5.10,0.00
2018,6,10,NRMN,91.85,72.12,74.15,64.26,79.41,54.83,7,15.10,6.15,0.00
2018,6,11,NRMN,91.35,74.59,76.01,68.48,82.10,58.12,7,15.13,5.51,0.00
2018,6,12,NRMN,85.93,69.60,71.72,65.98,96.20,56.65,8,27.09,3.61,0.17
2018,6,13,NRMN,93.47,73.17,74.72,66.87,95.76,49.33,7,12.00,2.59,0.00
2018,6,14,NRMN,93.13,74.23,70.21,61.91,75.16,38.81,8,14.95,5.04,0.00
2018,6,15,NRMN,91.94,75.47,70.77,65.22,73.85,44.46,7,16.62,5.36,0.00
2018,6,16,NRMN,89.98,75.15,71.54,66.84,78.24,53.15,7,16.80,5.00,0.00
2018,6,17,NRMN,90.70,74.79,70.66,67.63,81.58,50.51,7,18.63,4.87,0.00
2018,6,18,NRMN,89.31,75.42,74.12,68.75,86.43,54.21,7,14.33,4.78,0.00
2018,6,19,NRMN,85.71,71.42,71.42,68.39,91.75,60.35,7,13.16,4.40,0.00
2018,6,20,NRMN,88.72,68.77,71.85,62.25,97.73,43.76,-996,11.62,0.00,0.53
2018,6,21,NRMN,92.25,68.49,69.09,57.08,91.44,33.61,-996,13.43,0.08,0.00
2018,6,22,NRMN,87.96,64.94,70.44,59.34,97.60,49.30,-996,43.96,0.00,0.93
2018,6,23,NRMN,88.88,66.67,76.07,64.94,96.86,55.44,4,15.88,0.64,0.62
2018,6,24,NRMN,82.78,66.15,75.90,64.04,98.46,67.72,6,29.21,1.91,1.08
2018,6,25,NRMN,85.71,64.90,72.39,63.40,98.54,58.93,5,28.10,1.33,1.26
2018,6,26,NRMN,92.93,73.90,74.85,69.68,89.83,48.72,9,16.96,3.74,0.00
2018,6,27,NRMN,95.83,76.82,74.63,68.16,76.70,45.37,9,16.98,5.66,0.00
2018,6,28,NRMN,96.31,75.74,74.69,66.87,74.83,43.09,8,15.09,7.10,0.00
2018,6,29,NRMN,93.09,76.21,74.22,67.17,79.27,48.12,8,16.24,6.27,0.00
2018,6,30,NRMN,91.60,70.45,76.67,65.98,95.03,60.41,8,29.59,2.38,0.26
2018,7,1,NRMN,86.16,73.94,76.74,68.43,96.51,70.21,7,14.62,0.65,0.00
2018,7,2,NRMN,90.41,74.23,78.28,70.30,98.07,58.02,5,11.26,3.34,0.00
